key,text,duration
../data/AMHARIC/data/train/wav/tr_10068_tr098030.wav,ይሁን እንጂ የዚህ ችን ሀገር ፖለቲካ ከሚያ ሾሩ ት ሰባት ሰዎች መካከል አንዱ ናቸው,4.736
../data/AMHARIC/data/train/wav/tr_10069_tr098031.wav,ለ ኢትዮጵያ ብሄራዊ ቡድን ሶስት ጊዜያዊ አሰልጣኞች ተመረጡ,3.584
../data/AMHARIC/data/train/wav/tr_1006_tr11007.wav,በ እ ስቱትጋርት ወደ ትግራይ ያንጋደደ ውን የ ልማት ስራ ኢትዮጵያ ን ን አከራ ከረ,7.296
../data/AMHARIC/data/train/wav/tr_10070_tr098032.wav,በ ኢትዮጵያ ውስጥ ላለ ው ስልሳ ሚሊዮን ህዝብ በ ሀገሪቱ ውስጥ ያሉት ሳይ ካይ ትሪ ስቶች ብዛት አስር ብቻ መሆኑ ም ተ ገልጿ ል,6.144
../data/AMHARIC/data/train/wav/tr_10071_tr098033.wav,በ ዚሁ ምክንያት ሻቢያ ከ ኢትዮጵያ የሚ ያገኘው ጥቅም ተቋርጦ በታል,3.84
../data/AMHARIC/data/train/wav/tr_10072_tr098034.wav,በ ኢትዮ ኬንያ ድንበር ሁለት መቶ ሰዎች ሞቱ,3.072
../data/AMHARIC/data/train/wav/tr_10073_tr098035.wav,ኢትዮጵያዊ ው በላይ ተክሉ ኢትኦጵ ን አሳ ሰሩ,2.816
../data/AMHARIC/data/train/wav/tr_10074_tr098036.wav,የ አይዲድ ቀኝ እጅ ትናንት ተገደሉ,2.816
../data/AMHARIC/data/train/wav/tr_10075_tr098037.wav,አብደላ እድሪስ ወደ ግብጽ እንዳይ ገቡ ታገዱ,3.712
../data/AMHARIC/data/train/wav/tr_10076_tr098038.wav,ጭ ረ ታቸውን እንደ ያዙ ወደማ ሳቸው ሄዱ,2.816
../data/AMHARIC/data/train/wav/tr_10077_tr098039.wav,ኢትዮጵያዊ ተመራማሪ የ ፕሪንስ ክሎስ ሽልማት ን አገኘ,4.096
../data/AMHARIC/data/train/wav/tr_10078_tr098040.wav,ሆቴል ም እንደ ገባሁ ስማቸው ን አጠና ያደረግ ነውን ውይይት ም አስብ ነበር,4.736
../data/AMHARIC/data/train/wav/tr_10079_tr098041.wav,ግን ችሎታው የ ሌላቸው ተጫዋቾች ም ችሎታቸው ሊ ዳብር ና ጥሩ ሊሆን እንደሚ ችል አይ ታወቅ ም,5.248
../data/AMHARIC/data/train/wav/tr_1007_tr11008.wav,አንድ ምእራባዊ ዲፕሎማት እንደ ገለጡት ሁሴን ከ እንግዲህ ወደ ቀድሞ ይዞታ ቸው ለ መመለስ አቅሙ አይ ኖራቸው ም ብለዋል,10.496
../data/AMHARIC/data/train/wav/tr_10080_tr098042.wav,ፌዴሬሽኖች ባለሙያዎች ን መንከባከብ ይጠበቅ ባቸዋል,3.712
../data/AMHARIC/data/train/wav/tr_10081_tr098043.wav,ተጫዋቾች እንደሚ ሉት ቀደም ሲል ስፖርት ኮሚቴው ቃል እንደ ገቡ ላቸው ቃላቸው ን እንዳል ጠበቁ አጫው ተውናል,6.528
../data/AMHARIC/data/train/wav/tr_10082_tr098044.wav,በገና ለ ገና ስሜት ካ ማረው ጉዟቸው ሊ ደናቀፉ አይገባም,3.712
../data/AMHARIC/data/train/wav/tr_10083_tr098045.wav,ይህም እግር ኳስ ተጫዋች ሊያ ደርገኝ ችሏል,2.944
../data/AMHARIC/data/train/wav/tr_10084_tr098046.wav,የ ኢትዮጵያ ስፖርት ጋዜጠኞች ማህበር መተዳደሪያ ደንቡ ን አ ጸደቀ,4.096
../data/AMHARIC/data/train/wav/tr_10085_tr098047.wav,ደጋፊው ለ ውድድሩ ትኩረት ካደረገ ገቢ ያገኛ ል,3.2
../data/AMHARIC/data/train/wav/tr_10086_tr098048.wav,ሰልጣኞቹ በ መግባባት በኩል ችግር እንዳል ገጠማቸው ታውቋል,4.096
../data/AMHARIC/data/train/wav/tr_10087_tr098049.wav,በ እለቱ ጥቁር ማሊያ አድርገው የ ገቡት ዩናይት ዶች ልክ እንደ ማሊያው ጠቁ ረው ነበር የ ወጡት,5.12
../data/AMHARIC/data/train/wav/tr_10088_tr098050.wav,ከ የክልሉ ጥሩ ጥሩ ተጨዋቾች ናቸው ብለው ያመኑ ባቸውን አሰባ ስበዋል,5.248
../data/AMHARIC/data/train/wav/tr_10089_tr098051.wav,አቶ ደምስ ማ ንም እንደሚ ያውቀው በ ኢትዮጵያ ፉትቦል ፌዴሬሽን ና በ ክልል አስራ አራት ፉትቦል ፌዴሬሽን መካከል አለመግባባቶች ነበሩ,6.912
../data/AMHARIC/data/train/wav/tr_1008_tr11009.wav,የ ኮሪያ ወታደራዊ ጠበብ ት ኢትዮጵያ ን ን እየ ረዱ ነው,6.016
../data/AMHARIC/data/train/wav/tr_10090_tr098052.wav,የ ኢትዮጵያ ኦሎምፒክ ኮሚቴ ጽፈት ቤት ጉዳዩ ን አስመልክቶ በ የ አድራሻቸው ደብዳቤ ጽፏል,5.12
../data/AMHARIC/data/train/wav/tr_10091_tr098053.wav,ከዚህ ሌላ ሌይስተር ኤቨርተን ን ሁለት ለ ዜሮ ኖቲንግሀም ፎሬስት ኮቬንትሪ ን አንድ ለ ዜሮ አሸንፈ ዋል,7.808
../data/AMHARIC/data/train/wav/tr_10092_tr098054.wav,ዚዳን ሉ ፒ ጁቬ ን ስለሚ ለቁ እርሳቸው ን ሊ ከተል ነው የ ሚባለው ን አስ ተባብሎ በ ጣልያን ለ መጫወት ፍላጐት እንደሌለ ው ና እንግሊዝ ን እንደሚ መርጥ ተናግ ሯል,9.6
../data/AMHARIC/data/train/wav/tr_10093_tr098055.wav,ኢዴፓ የ ተቃዋሚዎች ን ህብረት ይቃወ ማል,3.2
../data/AMHARIC/data/train/wav/tr_10094_tr098056.wav,ባሬንቱ በ ኢትዮጵያ ሰራዊት ቁጥጥር ስር ሆነች,3.712
../data/AMHARIC/data/train/wav/tr_10095_tr098057.wav,መለስ እና ኢሳያስ እርስ በ ርሳቸው ከ ቢሮ አቸው የሚ ወገዱ በትን መንገድ እየ ፈለጉ ናቸው,5.76
../data/AMHARIC/data/train/wav/tr_10096_tr098058.wav,ሶማሊያ ዎች ጠቅላይ ሚኒስትር መለስ ን አስ ጠንቀቁ,4.992
../data/AMHARIC/data/train/wav/tr_10097_tr098059.wav,የ ኢትዮጵያ ቴሌኮሚኒኬሽን የውጭ ኢንቨስተሮች ከ ኮርፖሬሽኑ ጋር ሼር እንዲ ገቡ ጋበዘ,5.632
../data/AMHARIC/data/train/wav/tr_10098_tr098060.wav,ይህም አጋጣሚ ህዝቡ እሳቸው ን እሳቸው ደግሞ ህዝቡ ን እንዲ ያውቁት ያደርጋል,4.48
../data/AMHARIC/data/train/wav/tr_10099_tr098061.wav,ልኡኩ ከ ሩሲያ የውጭ ጉዳይ ሚኒስቴር ባለስልጣናት ጋር እንደሚ ገናኝ ም ታውቋል,5.248
../data/AMHARIC/data/train/wav/tr_1009_tr11010.wav,በ ነገራችን ላይ ካናዳ ም እንዲ ሁ እንደ አሜሪካን ና ት,6.144
../data/AMHARIC/data/train/wav/tr_100_tr01100.wav,አለቃ የጻፏቸው መጽሀፍት ውድ ና ጣፋጭ ከ መሆናቸው የተነሳ በ ህትመታቸው ወቅት ገዝተው ከሚ ጠቀሙ ት ብልህ ዎች በስተቀር ዘግይተው የ ሚፈልጓቸው ሰዎች አ ያገኟቸው ም,14.592
../data/AMHARIC/data/train/wav/tr_10100_tr098062.wav,የ ጅማ ሻሸመኔ ጐባ ከተማዎች እንደ ገና በ አባይ ጸሀዬ ሊ ዋቀሩ ነው,5.632
../data/AMHARIC/data/train/wav/tr_10101_tr098063.wav,የ ልኡካን ቡድኑ የውጭ ባንኮች አቅም እንደሚ ጠናከር የሚ ያስረዳ ማስረጃዎች ን ለማቅረብ መዘጋጀታቸው ተጠቁ ሟል,7.808
../data/AMHARIC/data/train/wav/tr_10102_tr098064.wav,በ ህገ ወጥ መንገድ ኤርትራዊ ቷን ከ ኢትዮጵያ ያስወጣ ው ጀርመናዊ በ ቁጥጥር ስር ዋ ለ,5.248
../data/AMHARIC/data/train/wav/tr_10103_tr098065.wav,አዋሽ ኢንሹራንስ በ ጅማ ስድስተኛ ቅርንጫፍ ከፈተ,3.84
../data/AMHARIC/data/train/wav/tr_10104_tr098066.wav,አዳማ ና ዝሪ ት የ ኦሮሚያ ዋ ና ከተማ ሆነች,3.584
../data/AMHARIC/data/train/wav/tr_10105_tr098067.wav,የተባረሩ ኤርትራውያን ድርጅታቸው ተ ሸጦ ወኪሎ ቻቸው ከ አገር እንዲ ወጡ ተወሰነ,5.248
../data/AMHARIC/data/train/wav/tr_10106_tr098068.wav,ወዲያ ው ከ ታላቅ ወንድማቸው ከ ስዬ ጋር ማውራት ጀመሩ,3.968
../data/AMHARIC/data/train/wav/tr_10107_tr098069.wav,ከ ሄጉ የ ድንበር ኮሚሽን ውሳኔ በኋላ የ ኢትዮጵያ ባለስልጣናት ስራ በዝቶ ባቸው መሰንበቱ ን ቅርበት ያ ላቸው ምንጮች ገለጹ,7.936
../data/AMHARIC/data/train/wav/tr_10108_tr098070.wav,የ ኢትዮጵያ ፕራይቬታይዜሽ ን ኤጀንሲ ባለፈው ሳምንት የመንግስት የ ልማት ተቋማትን ለ ሽያጭ አቀረ በ,6.016
../data/AMHARIC/data/train/wav/tr_10109_tr098071.wav,አሜሪካ የምት ደግፈው ኢትዮጵያ ን ነው ብለዋል,3.84
../data/AMHARIC/data/train/wav/tr_1010_tr11011.wav,ኢትዮጵያ በ ሱዳን ያላ ት ዲፕሎማሲ ያዊ ውክልና አ ወደ አምባሳደር ደረጃ እንዲ ያድግ መጠየቋ ን የ ኢትዮጵያ የውጭ ጉዳይ ሚኒስቴር ባለፈው አርብ አስ ታወቀ,11.776
../data/AMHARIC/data/train/wav/tr_10110_tr098072.wav,ዛሬ ነገሩ ሁሉ ተገለባብ ጧል,3.072
../data/AMHARIC/data/train/wav/tr_10111_tr098073.wav,እንደ ረፋድ ገበያ የተ ሟሟቀ ነው,3.2
../data/AMHARIC/data/train/wav/tr_10112_tr098074.wav,እንደ ኔው የመጣ አንድ ኢትዮጵያዊ አገኘሁ,3.712
../data/AMHARIC/data/train/wav/tr_10113_tr098075.wav,ተፈናቃዮች ን ማስተናገዱ ና ለ አዲሱ ኑሮ አቸው ማዘጋጀቱ ለ ሻእቢያ ተጨማሪ የ ቤት ስራ ብቻ ሳይሆን ተጨማሪ የ ራስ ምታት ም ነው,7.68
../data/AMHARIC/data/train/wav/tr_10114_tr098076.wav,አጼ ዮሀንስ ለእንግሊዟ ንግስት የ ጻፉት ደብዳቤ ከ ሌሎቹ ለ የ ት ያለ ነበር,5.248
../data/AMHARIC/data/train/wav/tr_10115_tr098077.wav,በዚህ ስያሜ ማናችን ም ባን ደሰት ም ካለ ው ሀቅ አንጻር ደግሞ የተገባ እርምጃ ነው,5.888
../data/AMHARIC/data/train/wav/tr_10116_tr098078.wav,የ ራዲዮ የ ስርጭት ሰአት እንዲ ራዘም ና አዳዲስ ፕሮግራሞች ም እንዲ ከፈቱ ተደርጓል,6.144
../data/AMHARIC/data/train/wav/tr_10117_tr098079.wav,የ ወናጐ ተፈናቃዮች ንም እንደ ሌሎቹ ቃኝ ቻለሁ,4.096
../data/AMHARIC/data/train/wav/tr_10118_tr098080.wav,ኢሳይያስ አፈወርቂ ኢትዮጵያ ና ኢትዮጵያ ም ያሳደገ ቻቸው መሆናቸው እውነት ነው,4.992
../data/AMHARIC/data/train/wav/tr_10119_tr098081.wav,ጸረ ኢትዮጵያ ና ጸረ አንድነት ቡድኖች ይህን ሊ ገነዘቡ ት ይገባል,4.48
../data/AMHARIC/data/train/wav/tr_1011_tr11012.wav,የ ሄዱት አንዴ ሄደ ዋል ጠፍ ተዋል ሞ ተዋል,4.48
../data/AMHARIC/data/train/wav/tr_10120_tr098082.wav,በ ብዙ ሺዎች የሚ ቆጠሩት ከ አገር ተሰደዱ,4.224
../data/AMHARIC/data/train/wav/tr_10121_tr098083.wav,እንደ ሩሲያ ቻይና ሩማንያ ቡልጋሪያ ና ዩክሬን ያሉ አገሮች ለ ሁለቱ ም ወገኖች የ ጦር መሳሪያ አቅርበ ዋል,7.168
../data/AMHARIC/data/train/wav/tr_10122_tr098084.wav,የተባለ ውን የሚያደርገው ም በዚህ ምክንያት ነው,3.584
../data/AMHARIC/data/train/wav/tr_10123_tr098085.wav,ሸክላ ሰሪዋ አ ለሚ ቱ በ ጉልቻ ስራዋ የታወቀች ነች,4.096
../data/AMHARIC/data/train/wav/tr_10124_tr098086.wav,አብዱ አስፋልቱ ላይ የ ኰለኰ ለ ው ድንጋይ መኪና አላ ሳልፍ አለ,4.736
../data/AMHARIC/data/train/wav/tr_10125_tr098087.wav,ጠጁ ን ኰ መኰ መ ኰ መኰ መ ና ሚስቱ ን ሲ ያሰቃ ያት አደረ,4.224
../data/AMHARIC/data/train/wav/tr_10126_tr098088.wav,ድንቹ በ ደንብ ስለተኰተኰተ በ ጥሩ ሁኔታ ኰረተ,3.968
../data/AMHARIC/data/train/wav/tr_10127_tr098089.wav,በ ድህነቱ ላይ ይህ ክፉ በሽታ ስለ ያዘው ሰውነቱ በጣም ኰ ሰሰ,4.48
../data/AMHARIC/data/train/wav/tr_10128_tr098090.wav,በለጠ ች የ በየነ የ በኩር ልጅ ነች,3.2
../data/AMHARIC/data/train/wav/tr_10129_tr098091.wav,የ ቆላ ቁስል ና ቁርጥ ማት በጣም አሰቃቂ በሽታዎች ናቸው,4.096
../data/AMHARIC/data/train/wav/tr_1012_tr11013.wav,ለ ትምህርት ና ጥናቶች የ ተቀረጹ ባቸው የ ቪዲዮ ክሮች የ ካሴት ክሮች ዲ ስኬቶች ና የ ትምህርት መጻህፍት በ መመሪያ ለ ያለ ብዛት ገደብ በ ሙሉ እንዲ ገቡ ከተ ፈቀዱ ት ውስጥ የሚጠቀሱ ናቸው,14.208
../data/AMHARIC/data/train/wav/tr_10130_tr098092.wav,ባድመ ላይ ያለቀው የኤርትራ ወታደር ስፍር ቁጥር የ ለውም,3.968
